state,clim_zone,compl_year,proj_type,ibc_type,park_type,gfa_w_park_imp,gfa_ext_imp,gfa_park_imp,prim_bldg_use,gfa_prim_imp,sec_bldg_use,gfa_sec_imp,occupancy,res_units,bldg_height,therm_env_area,wwr,r_value_walls,r_value_roofs,certifications,seis_site_cls,sdc,wind_speed,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,podium,str_sec_horiz_sys,str_sec_vert_sys,col_grid_long,col_grid_short,fdn_type,design_phase,purp_of_assessment,ec_reductions,ec_reduction_percent,ec_redux_bldg_reuse,ec_redux_mat_reuse,ec_redux_alt_str_sys,ec_redux_str_bio_mat,ec_redux_nonstr_bio_mat,ec_redux_str_optimize,ec_redux_concrete_optimize,ec_redux_ext_env_optimize,ec_redux_int_fin_optimize,gfa_without_park_imp,gfa_w_park_m,gfa_without_park_m,gfa_prim_m,gfa_sec_m,gfa_park_ratio,stories_above_grade_bins,stories_below_grade_bins,gfa_w_park_imp_bins,software_version_bins,physical_scope_bins,structural_material_bins,eci_A_to_C,eci_A1-A3,eci_A4,eci_B4-B5,eci_C2-C4,eci_D,eci_A_to_C_substr,eci_A_to_C_superstr,eci_A_to_C_enc,eci_A_to_C_int_con,eci_A_to_C_int_fin,eci_A_to_C_unknown
New York,Zone 2A (Hot Humid),2018,New Construction,Type II-B,No Parking,2152,9125,,Education,898,Warehouse and Storage,425,47,0,13,,0.155,31,10.5,Net Zero - goal,D,A,115,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,34,27.5,Shallow foundation,Completed,Voluntary: Other,Yes,,No,No,No,No,No,Yes,Yes,Yes,Yes,2152,199.927256,199.927256,83.426894,39.483775,0,1,0,"10,000 or less",Tally LCA,SEI,Concrete,640.2369393,558.584938,5.891970187,33.3247879,89.60178788,-59.40612849,113.1019157,477.0746522,41.36941029,20.69189666,77.02862188,19.59234479
North Carolina,Zone 4C (Mixed Marine),2021,New Construction,Type II-B,No Parking,62473,0,0,Education,21036,Office,7587,635,0,64,81707,0.51,,,LEED 4.1 Silver,D,C,110,Concrete: PT framing,Concrete: CIP,Concrete: Other,Not a podium building,,,21,10.5,Shallow foundation,Construction Documents,Voluntary: Design Milestone Tracking,No,,No,No,No,No,No,No,No,Yes,Yes,62473,5803.929119,5803.929119,1954.307508,704.855061,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Concrete,750.4757672,547.7740188,6.980224332,135.3184941,51.75556265,-79.11465317,47.64863334,333.9451315,214.6746027,33.90099241,21.1840105,
North Carolina,Zone 4C (Mixed Marine),2016,New Construction,Type II-B,Below Grade,82042,,82040,Public Assembly,53000,,,1173,,51,54554,0.4,21,38,LEED GOLD Certified,D,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,25.5,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,2,7621.947926,0.185806,4923.859,,41020,2 to 5,3,"50,001-100,000",Tally LCA,SEI,Concrete,711.9258346,485.447971,4.271079513,29.50445815,42.20778549,5.638686331,57.81620477,314.4448048,139.7736146,11.38977054,37.20993118,0.79696831
North Carolina,Zone 2A (Hot Humid),2025,New Construction,Type II-B,No Parking,250000,0,0,Health Care (Outpatient),250000,,,5009,0,80,0,0,0,0,LEED NC v4.0 Silver,D,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,0,0,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.18,No,No,No,No,No,Yes,Yes,Yes,Yes,250000,23225.75,23225.75,23225.75,,0,2 to 5,0,"200,001-400,000",One Click LCA,SEI,Concrete,648.1596333,404.7819864,27.72206151,37.68806476,11.20974397,,109.3494105,290.3964643,25.13001866,22.22203416,75.20821104,
North Dakota,Zone 4C (Mixed Marine),2024,New Construction,Type II-B,No Parking,39630,,0,Education,20340,Office,6543,1081,0,36,64840,0.36,26,40,,D,D,110,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,27,23,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,39630,3681.74589,3681.74589,1889.64702,607.864329,0,2 to 5,1,"10,001-50,000",Tally LCA,SEI,Steel,877.9792243,655.2124641,7.318007367,92.29515409,37.73817185,-139.9564569,219.5242038,288.4631405,154.5359584,16.23708758,,46.65480831
Ohio,Zone 4C (Mixed Marine),2024,New Construction,Type II-B,No Parking,51325,0,0,Education,15728,Office,10743,1016,0,47,79914,0.2855,18,53,LEED v4.1 Gold,C,D,104,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,24,Shallow foundation,Design Development,Required: LEED Baseline,Yes,0.1575,No,No,No,No,No,No,Yes,Yes,Yes,51325,4768.246475,4768.246475,1461.178384,998.056929,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel,953.4189655,302.3874118,6.124093123,55.04665596,28.96597523,-49.31658867,33.98264502,169.1684438,72.89553719,15.64714667,10.26658464,18.54245192
Ontario,Zone 6A (Cold Humid),2024,New Construction,Type II-B,No Parking,139202,,,Office,139202,,,2962,,69,,,,,LEED v4.0 Silver,D,B,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,Concrete: CIP,36,24,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.12,No,No,No,No,No,No,Yes,No,No,139202,12932.28341,12932.28341,12932.28341,,0,2 to 5,1,"100,001-200,000",One Click LCA,SE,Steel,,291.7563876,7.053535686,23.95397628,8.848926869,,23.72511028,109.9934836,174.4391882,,5.271488016,
Ontario,Zone 6A (Cold Humid),2024,New Construction,Type II-B,No Parking,139202,,,Office,139202,,,2962,,69,,,,,LEED v4.0 Silver,D,B,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,Concrete: CIP,36,24,Shallow foundation,Construction,Required: LEED Baseline,No,,No,No,No,No,No,No,No,No,No,139202,12932.28341,12932.28341,12932.28341,,0,2 to 5,1,"100,001-200,000",One Click LCA,SE,Steel,3022.273518,322.6277131,19.72720242,23.95397628,10.69284718,,45.08162338,149.1504619,182.7696537,,20.0083636,
Ontario,Zone 7 (Very Cold),2024,New Construction,Type II-B,No Parking,44412,0,0,Public Assembly,42860,Office,1552,582,0,46,51368,0.19,17,35,,D,D,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25,25,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,Yes,No,No,No,No,No,No,No,44412,4126.008036,4126.008036,3981.82258,144.185456,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Steel,,300.8142508,6.65400488,61.01706474,25.50980495,-63.38021999,70.26699774,124.9138507,151.7038305,9.536327182,49.8931167,
Ontario,Zone 5A (Cool Humid),2025,New Construction,Type II-B,No Parking,69443,,,Transportation Hub/Infrastructure,69443,,,,,43.67,,,24,35,LEED BD+C:NC Gold v4.0 with v4.1 credit substitutions,D,A,120,Steel: Other,Steel: Columns,Masonry: Shear walls,Not a podium building,,,24,20,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.03,No,No,Yes,Yes,No,Yes,No,No,No,69443,6451.463029,6451.463029,6451.463029,,0,2 to 5,0,"50,001-100,000",One Click LCA,SE,Steel/Masonry,,329.0732118,24.45687425,50.01966043,11.83762034,,154.692087,76.69552593,179.7680069,,92.70647658,
Ontario,Zone 5A (Cool Humid),2025,New Construction,Type II-B,No Parking,69443,,,Transportation Hub/Infrastructure,69443,,,,,43.67,,,24,35,LEED BD+C:NC Gold v4.0 with v4.1 credit substitutions,D,A,120,Steel: Other,Steel: Columns,Masonry: Shear walls,Not a podium building,,,24,20,Shallow foundation,Construction Documents,Required: LEED Baseline,No,,No,No,No,No,No,No,No,No,No,69443,6451.463029,6451.463029,6451.463029,,0,2 to 5,0,"50,001-100,000",One Click LCA,SE,Steel/Masonry,,339.9684072,24.2913025,50.01966043,12.1326356,,154.692087,87.72016478,179.7680069,,95.34500979,
Ontario,Zone 3C (Warm Marine),2023,New Construction,Type III-A,Below Grade,363000,,237000,Office,104000,Food Service,22000,3302,0,40,128198,0.458,,,,C,C,92,Wood: Engineered panels,Wood: Mass timber,Steel: Braced frames,Primary system defined above is on a podium,Concrete: Non-PT framing,Concrete: CIP,30,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,126000,33723.789,11705.778,9661.912,2043.866,1.880952381,2 to 5,3,"200,001-400,000",One Click LCA,SEI,Steel/Wood,305.0091486,336.3546205,32.73359918,29.20889702,16.80745037,,,362.4846194,15.42299716,,,19.64101602
Oregon,Zone 4C (Mixed Marine),2021,New Construction,Type III-A,Below Grade,177264,4222,42638,Residential: Mulitfamily (5 or more units),177264,Parking,42638,2069,,55,161481,0.34,26,32,LEED Homes v4.0 Gold,D,D,120,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,20,20,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,0,No,No,No,No,No,No,No,No,No,134626,16468.35739,12507.15928,16468.35739,3961.198114,0.316714453,6 to 10,1,"100,001-200,000",Tally LCA,SEI,Wood,590.76223,405.4487687,5.389349081,88.66279107,56.74403219,-17.33302791,0.331902647,370.7060276,49.7282925,17.38238822,0,0.278540449
Oregon,Zone 3C (Warm Marine),2017,New Construction,Type III-A,Below Grade,396895,,117361,Residential: Mulitfamily (5 or more units),317516,Mercantile (Retail Other Than Mall),79379,589,295,79,,,,,,D,D,110,Wood: Other,Wood: Light-frame,Concrete: Shear walls,Primary system defined above is a podium,Concrete: Non-PT framing,Concrete: CIP,27,18,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,279534,36872.73619,25969.5472,29498.18895,7374.547237,0.419845171,2 to 5,2,"200,001-400,000",Tally LCA,SEI,Concrete/Wood,380.3470147,312.4062264,4.432428531,33.15140875,35.11930598,-33.64920743,13.53395174,239.9559963,63.82308395,17.92032121,0.840153818,0.033045188
Oregon,Zone 4C (Mixed Marine),2025,New Construction,Type III-A,Below Grade,173000,,110000,Office,145472,Warehouse and Storage,23427,2300,,66,,,,,LEED v4.0 Platinum target,D,D,110,Steel: Frame + concrete on metal deck,Wood: Mass timber,Steel: Braced frames,Not a podium building,,,24,17,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.12,No,No,No,No,No,No,No,No,No,63000,16072.219,5852.889,13514.78522,2176.438581,1.746031746,2 to 5,3,"100,001-200,000",Tally LCA,SE,Steel/Wood,717.2947673,441.4941098,14.08089426,23.0782558,118.2893794,26.62392234,14.49638311,444.4216367,111.2612847,4.176436679,1.268236665,
Oregon,Zone 4C (Mixed Marine),2024,New Construction,Type III-A,No Parking,159607,3825,0,Residential: Mulitfamily (5 or more units),145061,Education,14546,1757,320,80,163675,0.3,26,33,LEED v4.0 Gold,D,D,96,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,25,22,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.36,No,No,No,Yes,No,Yes,Yes,Yes,Yes,159607,14827.96912,14827.96912,13476.60208,1351.367038,0,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Wood,583.7220954,115.1273955,4.109313106,57.77421996,30.46263294,-9.167122999,18.48195736,37.31939988,37.95986031,20.88957198,2.127858643,0.116295433
Oregon,Zone 4C (Mixed Marine),2024,New Construction,Type III-A,No Parking,135224,2596,0,Residential: Mulitfamily (5 or more units),124598,Education,4194,1072,144,67,132236,0.31,26,33,LEED v4.0 Gold,D,D,96,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Not a podium building,,,18,10,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.33,No,No,No,Yes,No,Yes,Yes,Yes,Yes,135224,12562.71527,12562.71527,11575.52799,389.635182,0,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Wood,579.4895331,135.8866638,4.850286464,68.19181451,35.95552162,-10.82009851,21.81454305,44.04867077,44.80461623,24.6562882,4.231747106,0.137265317
Oregon,Zone 4C (Mixed Marine),2021,New Construction,Type III-A,No Parking,181206,0,0,Residential: Mulitfamily (5 or more units),114847,Food Service,20987,4416,340,109,182200,0.356,26,40,LEED v4.0 Gold,D,D,130,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,26,24,Shallow foundation,Completed,Required: LEED Proposed,Yes,0.11,No,No,No,Yes,No,Yes,Yes,Yes,Yes,181206,16834.58102,16834.58102,10669.63084,1949.755261,0,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Wood,581.6326398,230.2033523,6.527642057,58.83743793,43.10383208,-23.60159801,24.32691542,136.9617786,58.52098334,26.24249078,5.273291057,0.466636045
Oregon,Zone 4C (Mixed Marine),2022,New Construction,Type III-A,Below Grade,47029,,5763,Residential: Mulitfamily (5 or more units),45430.014,Mercantile (Retail Other Than Mall),1598.986,345,48,75,,0.1454,21,38,,C,D,110,Wood: Joists and sheathing,Wood: Light-frame,Light Frame shear panels,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,16,23.5,Shallow foundation,Construction Documents,Voluntary: Internal Benchmarking,Yes,,,,,Yes,,,Yes,Yes,,41266,4369.135187,3833.735198,4220.584591,148.5505964,0.139654922,6 to 10,2,"10,001-50,000",Tally LCA,SEI,Wood,683.6055415,380.2157872,4.599549769,85.97544552,55.37017978,-62.91215035,28.2849955,255.1692409,132.2446105,15.11710553,7.861520563,
Oregon,Zone 4C (Mixed Marine),2023,New Construction,Type III-A,Below Grade,81966,,10874,Residential: Mulitfamily (5 or more units),81966,Mercantile (Retail Other Than Mall),918,471,80,73,,0.2945,21,38,,C,D,110,Wood: Joists and sheathing,Wood: Light-frame,Light Frame shear panels,Podium,Concrete: PT framing,Concrete: CIP,20,10,Shallow foundation,Construction Documents,Voluntary: Design Iteration Analysis,Yes,,,No,,Yes,,,Yes,Yes,,71092,7614.887298,6604.660076,7614.887298,85.284954,0.152956732,6 to 10,2,"50,001-100,000",Tally LCA,SEI,Wood,669.999859,292.3152354,4.503108337,78.05499006,47.93024575,-38.03883805,30.592749,191.9603555,84.71687794,16.83551412,8.952162848,
Oregon,Zone 3C (Warm Marine),2021,New Construction,Type III-A,No Parking,7305,,,Education,7305,,,22,,16.5,,,32,24,LEED Silver,D,D,115,Steel: Other,Steel: Columns,Steel: Moment frames,Not a podium building,,,21,13.5,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,No,Yes,No,No,Yes,No,No,No,7305,678.656415,678.656415,678.656415,,0,1,0,"10,000 or less",Tally LCA,SEI,Steel,337.6181176,1030.963601,12.28480916,119.9121463,125.0176405,-130.2665053,31.61629722,1007.553957,145.919523,30.91507141,9.491035635,30.26029224
Oregon,Zone 3C (Warm Marine),2021,New Construction,Type III-A,"Above grade, within footprint of main structure",136004,2264,30171,Residential: Mulitfamily (5 or more units),103569,Parking,30171,,127,85,105833,0.61,15,36,,D,D,110,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,28,28,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,No,No,Yes,No,Yes,No,No,No,105833,12635.17961,9832.203199,9621.870807,2802.976413,0.285081213,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Wood,338.6722644,277.800677,4.063023582,39.25986129,32.0700617,-26.75226025,50.74684721,189.6078262,54.20062218,3.889911039,23.45504429,4.581610458
Oregon,Zone 3C (Warm Marine),2023,New Construction,Type III-A,No Parking,178500,,,Office,178500,,,2356,0,64,174484,0.528,,,,C,C,92,Wood: Engineered panels,Wood: Mass timber,Steel: Braced frames,Primary system defined above is on a podium,Concrete: Non-PT framing,Concrete: CIP,30,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,178500,16583.1855,16583.1855,16583.1855,,0,2 to 5,1,"100,001-200,000",One Click LCA,SEI,Steel/Wood,383.6340678,340.6921427,40.28942449,56.7487471,17.07609192,,,360.4029515,30.5091564,,,34.23521977
Pennsylvania,Zone 4C (Mixed Marine),2024,New Construction,Type III-A,No Parking,192145,,1130,Residential: Mulitfamily (5 or more units),141481,Mercantile (Retail Other Than Mall),5699,1421,186,79,,0.3302,25,38,,C,D,97,Wood: Joists and sheathing,Wood: Light-frame,Light Frame shear panels,Podium,Concrete: PT framing,Concrete: CIP,30.2,24,Shallow foundation,Design Development,Voluntary: Internal Benchmarking,Yes,,,,,Yes,,,Yes,,,191015,17850.84694,17745.86655,13144.00934,529.454197,0.005915766,6 to 10,1,"100,001-200,000",Tally LCA,SEI,Wood,717.7947306,195.0947524,3.977991472,70.54774246,33.51414389,-23.69931654,10.83864789,134.3846805,64.53043989,18.62374098,0.524202581,0
Pennsylvania,Zone 4C (Mixed Marine),2024,New Construction,Type III-A,"Above grade, within footprint of main structure",435919,,171648,Residential: Mulitfamily (5 or more units),425919,Mercantile (Retail Other Than Mall),22890,2383,234,85,,0.1932,25,38,,C,D,97,Wood: Joists and sheathing,Wood: Light-frame,Light Frame shear panels,Podium,Concrete: PT framing,Concrete: CIP,26.5,17.8,Shallow foundation,Construction,Voluntary: Internal Benchmarking,Yes,,,,,Yes,,,Yes,,,264271,40498.18286,24551.56871,39569.15286,2126.54967,0.649515081,6 to 10,1,"Over 400,000",Tally LCA,SEI,Wood,727.925951,201.8189315,4.01000701,52.42432079,35.60479032,-11.16720057,16.51357014,158.842475,41.29239626,13.7906259,1.806030635,0.291784897
Pennsylvania,Zone 4C (Mixed Marine),2021,New Construction,Type III-A,No Parking,50951,0,0,Public Assembly,21134,Warehouse and Storage,5632,1602,0,30,52484,0.29,11,37,None ,D,D,110,Wood: Engineered panels,Wood: Mass timber,Steel: Braced frames,Not a podium building,,,20,30,Shallow foundation,Completed,Voluntary: Internal Benchmarking,Yes,,No,No,No,No,Yes,Yes,No,No,No,50951,4733.500753,4733.500753,1963.412002,523.229696,0,1,0,"50,001-100,000",Tally LCA,SEI,Steel/Wood,788.4463769,772.4259934,8.430605292,85.47625383,164.4989767,-53.3954543,38.05880723,424.7299124,459.6927911,62.19826532,13.94113579,
Pennsylvania,Zone 2A (Hot Humid),2021,New Construction,Type III-B,No Parking,103312,,0,Warehouse and Storage,103312,,,206,,41,,,9,9,LEED Gold,,C,139,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,52,56.5,Shallow foundation,Completed,Required: LEED Proposed,No,,,,,,,,,,,103312,9597.994736,9597.994736,9597.994736,,0,1,0,"100,001-200,000",One Click LCA,SEI,Steel/Concrete,416.7304144,197.8189426,7.058991161,77.97652745,4.06096597,,55.31313723,84.4499713,94.22192602,6.594431623,29.65907847,32.03733159
Pennsylvania,Zone 3B (Warm Dry),2022,New Construction,Type III-B,No Parking,278670,,0,Warehouse and Storage,261321,Office,17349,697,0,55,681353,0.15,10,30,,C,E,94,Steel: Other,Concrete: Other,Concrete: Other,Not a podium building,,,54.33,52,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,278670,25889.27901,25889.27901,24277.50486,1611.774147,0,1,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,382.909438,217.584855,21.74904716,36.80994861,19.73591377,,85.6959365,101.1787215,92.7059297,6.483502222,58.30834703,5.798869097
Pennsylvania,Zone 1A (Very Hot Humid),2021,New Construction,Type III-B,No Parking,290295,,0,Warehouse and Storage,290295,,,,,46,,,,10,,,,,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,54,46,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,,,,,,,,,,290295,26969.27639,26969.27639,26969.27639,,0,1,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,416.1798933,198.3161722,46.45442696,47.10496944,10.46297391,,88.26809982,66.53158039,83.2063982,6.905842313,60.15941785,46.65219385
Pennsylvania,Zone 5B (Cool Dry),2020,New Construction,Type III-B,No Parking,23000,,,Education,23000,,,788,0,40,,,,,LEED V4.0 Platinum,C,B,138,Wood: Engineered panels,Wood: Mass timber,Wood: Shear panels,Not a podium building,,,23.375,22.75,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.63,No,No,Yes,Yes,Yes,Yes,Yes,No,No,23000,2136.769,2136.769,2136.769,,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Wood,408.6935304,279.6469719,6.348976886,69.47964146,73.30629602,26.40841257,97.08164405,125.8518059,177.1434799,,65.99468981,
Texas,Zone 5B (Cool Dry),2026,New Construction,Type III-B,No Parking,103262,,,Public Assembly,103262,,,2210,,61,87891,0.34,19,36,LEED Gold,C,C,106,Wood: Engineered panels,Wood: Mass timber,Concrete: Shear walls,Not a podium building,,,34,24,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,103262,9593.349586,9593.349586,9593.349586,,0,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Concrete/Wood,576.6274384,328.9244124,4.528464864,135.8301027,11.44379152,-67.53264544,6.838121695,285.6392566,148.1469732,8.177863219,0.421937881,
Texas,Zone 4C (Mixed Marine),2024,New Construction,Type III-B,"Above grade, within footprint of main structure",43240,,3672,Office,25576,Mercantile (Retail Other Than Mall),3749,639,0,72,,0.2965,31.6,49,LEED Gold,F,D,97,Wood: Engineered panels,Wood: Mass timber,Wood: Shear panels,Not a podium building,,,20,24,Shallow foundation,Design Development,Required: LEED Proposed,Yes,0.64,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39568,4017.12572,3675.985904,2376.087128,348.293347,0.092802264,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Wood,719.3116997,227.4750489,5.706126894,73.28699927,76.16948593,-5.16821892,21.43674067,184.4575764,100.435275,6.957980936,4.016805565,5.916458748
Texas,Zone 4C (Mixed Marine),2023,New Construction,Type III-B,"Above grade, within footprint of main structure",43239,,3672,Office,25576,Mercantile (Retail Other Than Mall),3749,639,0,72,,0.2965,31.6,49,LEED Gold,F,D,97,Wood: Engineered panels,Wood: Mass timber,Wood: Shear panels,Not a podium building,,,20,24,Shallow foundation,Design Development,Required: LEED Baseline,Yes,0,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39567,4017.032817,3675.893001,2376.087128,348.293347,0.09280461,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Wood,724.4995414,545.9727922,5.946420365,73.2886942,125.2678605,-5.168338447,21.43723644,184.4618424,468.0819531,7.143043459,4.107048684,5.916595579
Texas,Zone 4C (Mixed Marine),2024,New Construction,Type III-B,No Parking,53345.41,0,0,Education,53345,,,1086,0,66,56987,0.28,27,53,"Tracking ILFI Petal Certification - Equity, Beauty and Energy Petals. Mass timber, tracking Zero Carbon Certification. ",D,D,105,Wood: Engineered panels,Wood: Mass timber,Steel: Braced frames,Not a podium building,,,,16,Other Foundation System,Construction,Voluntary: Internal Benchmarking,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,53345.41,4955.948625,4955.948625,4955.910535,,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel/Wood,741.8282999,254.8775637,6.317016492,73.92966833,73.56928188,-21.04945572,27.96808065,182.4686663,91.84467796,35.38863779,7.193735619,0.036039294
Texas,Zone 7 (Very Cold),2024,New Construction,Type III-B,No Parking,11983,,,Transportation Hub/Infrastructure,11983,,,,,20,,,,,,E,A,120,Wood: Joists and sheathing,Steel: Columns,Steel: Braced frames,Not a podium building,,,22,15,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,11983,1113.256649,1113.256649,1113.256649,,0,1,0,"10,001-50,000",One Click LCA,SE,Steel/Wood,554.7219243,332.325875,6.815077194,42.10569058,35.48377163,,56.46172431,147.614389,182.0212301,,32.5736814,29.50612514
Texas,Zone 5A (Cool Humid),2021,New Construction,Type III-B,No Parking,183200,,,Laboratory - Wet,183200,,,,,69,,0.245,,,LEED Silver target (not certified),D,B,120,Wood: Engineered panels,Wood: Mass timber,Wood: Other,Not a podium building,,,15,15,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,Yes,0.16,Yes,No,Yes,Yes,No,No,No,No,No,183200,17019.8296,17019.8296,17019.8296,,0,2 to 5,0,"100,001-200,000",Tally LCA,SE,Wood,503.9990435,309.6361152,5.077009804,43.32463872,60.39545124,-45.98316298,60.95007343,255.313619,91.7566931,1.313484053,40.20485784,3.134812089
Texas,Zone 4C (Mixed Marine),2025,New Construction,Type III-B,No Parking,80410,1860,0,Education,80410,,,2210,0,57,32030,0.25,31,38,Washington State Sustainable Schools Protocol (WSSP),D,D,105,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,33,28,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,Yes,No,No,No,80410,7470.33023,7470.33023,7470.33023,,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel,832.4586735,272.4330094,4.801256075,51.31882636,26.42368405,-25.57942508,67.9619186,135.6310941,52.84857366,32.81073887,43.68443616,1.664781257
Texas,Zone 4C (Mixed Marine),2023,New Construction,Type III-B,No Parking,51602,,,Education,51602,,,474,0,44,,,,,LEED v4.0 Silver,C,D,105,Wood: Joists and sheathing,Wood: Mass timber,Steel: Braced frames,Not a podium building,,,10,10,Shallow foundation,Construction,Required: LEED Baseline,Yes,,No,No,No,No,No,No,No,No,No,51602,4793.980606,4793.980606,4793.980606,,0,2 to 5,0,"50,001-100,000",Tally LCA,SE,Steel/Wood,808.233895,249.6335892,5.48908331,57.09584386,62.8701301,1.013195661,70.55028604,131.7513914,105.3844563,11.75586299,50.77191904,0.441366376
Texas,Zone 4C (Mixed Marine),2023,New Construction,Type III-B,No Parking,51602,,,Education,51602,,,474,0,44,,,,,LEED v4.0 Silver,C,D,105,Wood: Joists and sheathing,Wood: Mass timber,Steel: Braced frames,Not a podium building,,,10,10,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.44,No,No,Yes,Yes,No,No,No,No,No,51602,4793.980606,4793.980606,4793.980606,,0,2 to 5,0,"50,001-100,000",Tally LCA,SE,Steel/Wood,839.9165881,379.9282198,4.882206015,57.09584386,54.38657942,18.19984551,87.69841338,235.8074667,105.3844563,11.75586299,59.32714185,0.441366376
Texas,Zone 4C (Mixed Marine),2022,New Construction,Type III-B,No Parking,253582,,0,Warehouse and Storage,253582,,,,,44,,,,36,,E,D,110,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,52,,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,,,,,,,,,,253582,23558.52855,23558.52855,23558.52855,,0,1,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,792.5637974,236.7674403,48.31609019,84.38206258,18.52200713,,111.7024879,69.71366895,155.277252,,76.24687977,38.56118425
